program,flags,file_size,total_lines,instructions,functions,basic_blocks,load_instructions,store_instructions,call_instructions,runtime_seconds,peak_memory_mb
program_0,"['mem2reg', 'simplifycfg', 'sroa', 'gvn', 'loop-unroll']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'sroa', 'gvn', 'loop-unroll', 'dce']",9650,115,52,1,1,12,3,27,0,0
program_0,None,9636,115,52,1,1,12,3,27,0,0
program_0,['-O3'],9894,115,52,1,1,12,3,27,0,0
program_0,['mem2reg'],9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'sroa']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'sroa', 'loop-unroll']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'sroa', 'loop-unroll', 'dce']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'sroa', 'loop-unroll', 'dce', 'gvn']",9650,115,52,1,1,12,3,27,0,0
program_0,None,9636,115,52,1,1,12,3,27,0,0
program_0,['-O3'],9894,115,52,1,1,12,3,27,0,0
program_0,['mem2reg'],9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'sroa']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'sroa', 'loop-unroll']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'sroa', 'loop-unroll', 'gvn']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'sroa', 'loop-unroll', 'gvn', 'dce']",9650,115,52,1,1,12,3,27,0,0
program_0,None,9636,115,52,1,1,12,3,27,0,0
program_0,['-O3'],9894,115,52,1,1,12,3,27,0,0
program_0,['mem2reg'],9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce', 'sroa']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce', 'sroa', 'gvn']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce', 'sroa', 'gvn', 'loop-unroll']",9650,115,52,1,1,12,3,27,0,0
program_0,None,9636,115,52,1,1,12,3,27,0,0
program_0,['-O3'],9894,115,52,1,1,12,3,27,0,0
program_0,['mem2reg'],9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce', 'sroa']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce', 'sroa', 'loop-unroll']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce', 'sroa', 'loop-unroll', 'gvn']",9650,115,52,1,1,12,3,27,0,0
program_0,None,9636,115,52,1,1,12,3,27,0,0
program_0,['-O3'],9894,115,52,1,1,12,3,27,0,0
program_0,['mem2reg'],9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce', 'gvn']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce', 'gvn', 'sroa']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce', 'gvn', 'sroa', 'loop-unroll']",9650,115,52,1,1,12,3,27,0,0
program_0,None,9636,115,52,1,1,12,3,27,0,0
program_0,['-O3'],9894,115,52,1,1,12,3,27,0,0
program_0,['mem2reg'],9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce', 'gvn']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce', 'gvn', 'loop-unroll']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce', 'gvn', 'loop-unroll', 'sroa']",9650,115,52,1,1,12,3,27,0,0
program_0,None,9636,115,52,1,1,12,3,27,0,0
program_0,['-O3'],9894,115,52,1,1,12,3,27,0,0
program_0,['mem2reg'],9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce', 'loop-unroll']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce', 'loop-unroll', 'sroa']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce', 'loop-unroll', 'sroa', 'gvn']",9650,115,52,1,1,12,3,27,0,0
program_0,None,9636,115,52,1,1,12,3,27,0,0
program_0,['-O3'],9894,115,52,1,1,12,3,27,0,0
program_0,['mem2reg'],9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce', 'loop-unroll']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce', 'loop-unroll', 'gvn']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'dce', 'loop-unroll', 'gvn', 'sroa']",9650,115,52,1,1,12,3,27,0,0
program_0,None,9636,115,52,1,1,12,3,27,0,0
program_0,['-O3'],9894,115,52,1,1,12,3,27,0,0
program_0,['mem2reg'],9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'gvn']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'gvn', 'sroa']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'gvn', 'sroa', 'dce']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'gvn', 'sroa', 'dce', 'loop-unroll']",9650,115,52,1,1,12,3,27,0,0
program_0,None,9636,115,52,1,1,12,3,27,0,0
program_0,['-O3'],9894,115,52,1,1,12,3,27,0,0
program_0,['mem2reg'],9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg']",9650,115,52,1,1,12,3,27,0,0
program_0,"['mem2reg', 'simplifycfg', 'gvn']",9650,115,52,1,1,12,3,27,0,0
