program,flags,file_size,total_lines,instructions,functions,basic_blocks,load_instructions,store_instructions,call_instructions,runtime_seconds,peak_memory_mb
matrix_multiplication,"['-inline', '-instcombine']",23112,573,274,8,0,10,12,68,1.635549,1.0
matrix_multiplication,"['-inline', '-instcombine', '-loop-unroll']",24145,596,294,8,0,10,12,68,1.673338,1.0
matrix_multiplication,"['-inline', '-instcombine', '-loop-unroll', '-gvn']",23224,576,274,8,0,10,12,68,1.619064,1.0
matrix_multiplication,"['-inline', '-instcombine', '-loop-unroll', '-gvn', '-mem2reg']",23224,576,274,8,0,10,12,68,1.618521,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.614864,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.627176,1.0
matrix_multiplication,['-inline'],23112,573,274,8,0,10,12,68,1.618209,1.0
matrix_multiplication,"['-inline', '-instcombine']",23112,573,274,8,0,10,12,68,1.634792,1.0
matrix_multiplication,"['-inline', '-instcombine', '-mem2reg']",23112,573,274,8,0,10,12,68,1.618376,1.0
matrix_multiplication,"['-inline', '-instcombine', '-mem2reg', '-loop-unroll']",24145,596,294,8,0,10,12,68,1.67388,1.0
matrix_multiplication,"['-inline', '-instcombine', '-mem2reg', '-loop-unroll', '-gvn']",23224,576,274,8,0,10,12,68,1.609917,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.605257,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.604987,1.0
matrix_multiplication,['-inline'],23112,573,274,8,0,10,12,68,1.648166,1.0
matrix_multiplication,"['-inline', '-instcombine']",23112,573,274,8,0,10,12,68,1.630095,1.0
matrix_multiplication,"['-inline', '-instcombine', '-mem2reg']",23112,573,274,8,0,10,12,68,1.620142,1.0
matrix_multiplication,"['-inline', '-instcombine', '-mem2reg', '-gvn']",23112,573,274,8,0,10,12,68,1.621366,1.0
matrix_multiplication,"['-inline', '-instcombine', '-mem2reg', '-gvn', '-loop-unroll']",24145,596,294,8,0,10,12,68,1.656879,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.611622,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.639541,1.0
matrix_multiplication,['-inline'],23112,573,274,8,0,10,12,68,1.625702,1.0
matrix_multiplication,"['-inline', '-instcombine']",23112,573,274,8,0,10,12,68,1.6138,1.0
matrix_multiplication,"['-inline', '-instcombine', '-gvn']",23112,573,274,8,0,10,12,68,1.611475,1.0
matrix_multiplication,"['-inline', '-instcombine', '-gvn', '-loop-unroll']",24145,596,294,8,0,10,12,68,1.67293,1.0
matrix_multiplication,"['-inline', '-instcombine', '-gvn', '-loop-unroll', '-mem2reg']",24145,596,294,8,0,10,12,68,1.662078,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.616188,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.613868,1.0
matrix_multiplication,['-inline'],23112,573,274,8,0,10,12,68,1.628366,1.0
matrix_multiplication,"['-inline', '-instcombine']",23112,573,274,8,0,10,12,68,1.61406,1.0
matrix_multiplication,"['-inline', '-instcombine', '-gvn']",23112,573,274,8,0,10,12,68,1.622093,1.0
matrix_multiplication,"['-inline', '-instcombine', '-gvn', '-mem2reg']",23112,573,274,8,0,10,12,68,1.629871,1.0
matrix_multiplication,"['-inline', '-instcombine', '-gvn', '-mem2reg', '-loop-unroll']",24145,596,294,8,0,10,12,68,1.670185,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.613773,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.621531,1.0
matrix_multiplication,['-inline'],23112,573,274,8,0,10,12,68,1.623345,1.0
matrix_multiplication,"['-inline', '-gvn']",23112,573,274,8,0,10,12,68,1.635949,1.0
matrix_multiplication,"['-inline', '-gvn', '-loop-unroll']",24145,596,294,8,0,10,12,68,1.669549,1.0
matrix_multiplication,"['-inline', '-gvn', '-loop-unroll', '-mem2reg']",24145,596,294,8,0,10,12,68,1.672227,1.0
matrix_multiplication,"['-inline', '-gvn', '-loop-unroll', '-mem2reg', '-instcombine']",23224,576,274,8,0,10,12,68,1.621523,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.615607,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.619728,1.0
matrix_multiplication,['-inline'],23112,573,274,8,0,10,12,68,1.634279,1.0
matrix_multiplication,"['-inline', '-gvn']",23112,573,274,8,0,10,12,68,1.617354,1.0
matrix_multiplication,"['-inline', '-gvn', '-loop-unroll']",24145,596,294,8,0,10,12,68,1.671842,1.0
matrix_multiplication,"['-inline', '-gvn', '-loop-unroll', '-instcombine']",23224,576,274,8,0,10,12,68,1.626524,1.0
matrix_multiplication,"['-inline', '-gvn', '-loop-unroll', '-instcombine', '-mem2reg']",23224,576,274,8,0,10,12,68,1.618379,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.621998,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.619697,1.0
matrix_multiplication,['-inline'],23112,573,274,8,0,10,12,68,1.616064,1.0
matrix_multiplication,"['-inline', '-gvn']",23112,573,274,8,0,10,12,68,1.633213,1.0
matrix_multiplication,"['-inline', '-gvn', '-mem2reg']",23112,573,274,8,0,10,12,68,1.63938,1.0
matrix_multiplication,"['-inline', '-gvn', '-mem2reg', '-loop-unroll']",24145,596,294,8,0,10,12,68,1.685882,1.0
matrix_multiplication,"['-inline', '-gvn', '-mem2reg', '-loop-unroll', '-instcombine']",23224,576,274,8,0,10,12,68,1.677451,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.701344,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.704059,1.0
matrix_multiplication,['-inline'],23112,573,274,8,0,10,12,68,1.676656,1.0
matrix_multiplication,"['-inline', '-gvn']",23112,573,274,8,0,10,12,68,1.677891,1.0
matrix_multiplication,"['-inline', '-gvn', '-mem2reg']",23112,573,274,8,0,10,12,68,1.72802,1.0
matrix_multiplication,"['-inline', '-gvn', '-mem2reg', '-instcombine']",23112,573,274,8,0,10,12,68,1.656613,1.0
matrix_multiplication,"['-inline', '-gvn', '-mem2reg', '-instcombine', '-loop-unroll']",24145,596,294,8,0,10,12,68,1.721704,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.6648,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.617785,1.0
matrix_multiplication,['-inline'],23112,573,274,8,0,10,12,68,1.641413,1.0
matrix_multiplication,"['-inline', '-gvn']",23112,573,274,8,0,10,12,68,1.618272,1.0
matrix_multiplication,"['-inline', '-gvn', '-instcombine']",23112,573,274,8,0,10,12,68,1.619181,1.0
matrix_multiplication,"['-inline', '-gvn', '-instcombine', '-loop-unroll']",24145,596,294,8,0,10,12,68,1.72216,1.0
matrix_multiplication,"['-inline', '-gvn', '-instcombine', '-loop-unroll', '-mem2reg']",24145,596,294,8,0,10,12,68,1.74561,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.631152,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.634763,1.0
matrix_multiplication,['-inline'],23112,573,274,8,0,10,12,68,1.628338,1.0
matrix_multiplication,"['-inline', '-gvn']",23112,573,274,8,0,10,12,68,1.64274,1.0
matrix_multiplication,"['-inline', '-gvn', '-instcombine']",23112,573,274,8,0,10,12,68,1.631812,1.0
matrix_multiplication,"['-inline', '-gvn', '-instcombine', '-mem2reg']",23112,573,274,8,0,10,12,68,1.633946,1.0
matrix_multiplication,"['-inline', '-gvn', '-instcombine', '-mem2reg', '-loop-unroll']",24145,596,294,8,0,10,12,68,1.689269,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.6487,1.0
